image_path,label,target_person_id
dataset/test\n000022\0149_01.jpg,impostor,n000018
dataset/test\n000030\0122_02.jpg,impostor,n000003
dataset/test\n000007\0409_01.jpg,impostor,n000015
dataset/test\n000032\0101_01.jpg,genuine,n000032
dataset/test\n000027\0398_01.jpg,genuine,n000027
dataset/test\n000033\0246_01.jpg,genuine,n000033
dataset/test\n000018\0106_01.jpg,genuine,n000018
dataset/test\n000022\0037_01.jpg,genuine,n000022
dataset/test\n000031\0225_01.jpg,impostor,n000015
dataset/test\n000032\0312_01.jpg,genuine,n000032
dataset/test\n000013\0169_01.jpg,genuine,n000013
dataset/test\n000003\0220_02.jpg,impostor,n000005
dataset/test\n000028\0155_01.jpg,genuine,n000028
dataset/test\n000024\0319_01.jpg,impostor,n000016
dataset/test\n000032\0261_01.jpg,genuine,n000032
dataset/test\n000015\0253_01.jpg,impostor,n000005
dataset/test\n000017\0061_01.jpg,genuine,n000017
dataset/test\n000030\0203_01.jpg,genuine,n000030
dataset/test\n000022\0036_01.jpg,genuine,n000022
dataset/test\n000012\0222_01.jpg,impostor,n000032
dataset/test\n000031\0041_01.jpg,impostor,n000015
dataset/test\n000004\0103_02.jpg,impostor,n000024
dataset/test\n000016\0016_01.jpg,impostor,n000027
dataset/test\n000023\0178_02.jpg,genuine,n000023
dataset/test\n000005\0023_01.jpg,impostor,n000021
dataset/test\n000032\0433_02.jpg,genuine,n000032
dataset/test\n000010\0040_01.jpg,impostor,n000028
dataset/test\n000004\0199_01.jpg,impostor,n000018
dataset/test\n000022\0024_01.jpg,genuine,n000022
dataset/test\n000032\0279_01.jpg,genuine,n000032
dataset/test\n000012\0286_02.jpg,genuine,n000012
dataset/test\n000010\0069_01.jpg,impostor,n000019
dataset/test\n000006\0180_01.jpg,genuine,n000006
dataset/test\n000016\0219_01.jpg,impostor,n000019
dataset/test\n000022\0106_01.jpg,impostor,n000010
dataset/test\n000031\0316_01.jpg,impostor,n000017
dataset/test\n000021\0179_03.jpg,genuine,n000021
dataset/test\n000002\0249_01.jpg,genuine,n000002
dataset/test\n000012\0084_01.jpg,genuine,n000012
dataset/test\n000003\0177_02.jpg,genuine,n000003
dataset/test\n000025\0278_01.jpg,genuine,n000025
dataset/test\n000008\0027_01.jpg,impostor,n000017
dataset/test\n000019\0324_01.jpg,impostor,n000028
dataset/test\n000013\0290_01.jpg,genuine,n000013
dataset/test\n000016\0454_01.jpg,impostor,n000012
dataset/test\n000014\0016_01.jpg,impostor,n000033
dataset/test\n000019\0089_01.jpg,genuine,n000019
dataset/test\n000033\0098_02.jpg,genuine,n000033
dataset/test\n000022\0231_01.jpg,genuine,n000022
dataset/test\n000012\0047_01.jpg,genuine,n000012
dataset/test\n000008\0016_01.jpg,impostor,n000018
dataset/test\n000032\0428_01.jpg,impostor,n000031
dataset/test\n000005\0222_02.jpg,impostor,n000017
dataset/test\n000019\0016_03.jpg,genuine,n000019
dataset/test\n000027\0169_01.jpg,genuine,n000027
dataset/test\n000020\0143_01.jpg,impostor,n000007
dataset/test\n000027\0440_01.jpg,genuine,n000027
dataset/test\n000024\0028_01.jpg,genuine,n000024
dataset/test\n000005\0151_01.jpg,genuine,n000005
dataset/test\n000030\0182_01.jpg,impostor,n000025
dataset/test\n000002\0220_01.jpg,impostor,n000006
dataset/test\n000019\0337_01.jpg,impostor,n000022
dataset/test\n000022\0036_01.jpg,impostor,n000031
dataset/test\n000010\0107_01.jpg,genuine,n000010
dataset/test\n000003\0213_01.jpg,genuine,n000003
dataset/test\n000013\0131_03.jpg,impostor,n000011
dataset/test\n000028\0085_03.jpg,genuine,n000028
dataset/test\n000022\0205_02.jpg,genuine,n000022
dataset/test\n000011\0253_03.jpg,genuine,n000011
dataset/test\n000007\0108_02.jpg,impostor,n000028
dataset/test\n000002\0163_01.jpg,impostor,n000007
dataset/test\n000018\0155_02.jpg,impostor,n000006
dataset/test\n000027\0154_01.jpg,impostor,n000030
dataset/test\n000011\0293_01.jpg,genuine,n000011
dataset/test\n000007\0137_01.jpg,genuine,n000007
dataset/test\n000011\0334_02.jpg,impostor,n000023
dataset/test\n000026\0185_03.jpg,impostor,n000012
dataset/test\n000012\0165_02.jpg,impostor,n000015
dataset/test\n000005\0136_01.jpg,genuine,n000005
dataset/test\n000025\0069_01.jpg,impostor,n000032
dataset/test\n000007\0145_04.jpg,impostor,n000024
dataset/test\n000021\0012_01.jpg,impostor,n000033
dataset/test\n000012\0084_01.jpg,impostor,n000016
dataset/test\n000004\0042_01.jpg,genuine,n000004
dataset/test\n000022\0434_01.jpg,impostor,n000027
dataset/test\n000032\0048_01.jpg,genuine,n000032
dataset/test\n000023\0309_01.jpg,genuine,n000023
dataset/test\n000031\0320_03.jpg,genuine,n000031
dataset/test\n000032\0400_01.jpg,genuine,n000032
dataset/test\n000023\0024_02.jpg,impostor,n000007
dataset/test\n000020\0254_01.jpg,genuine,n000020
dataset/test\n000012\0246_01.jpg,impostor,n000013
dataset/test\n000027\0094_02.jpg,genuine,n000027
dataset/test\n000012\0268_03.jpg,genuine,n000012
dataset/test\n000008\0056_01.jpg,impostor,n000027
dataset/test\n000025\0200_01.jpg,impostor,n000018
dataset/test\n000014\0058_01.jpg,genuine,n000014
dataset/test\n000030\0220_01.jpg,impostor,n000005
dataset/test\n000016\0205_01.jpg,impostor,n000013
dataset/test\n000025\0173_01.jpg,genuine,n000025
dataset/test\n000022\0256_01.jpg,genuine,n000022
dataset/test\n000007\0007_01.jpg,impostor,n000018
dataset/test\n000033\0364_01.jpg,genuine,n000033
dataset/test\n000031\0187_01.jpg,genuine,n000031
dataset/test\n000004\0028_03.jpg,genuine,n000004
dataset/test\n000013\0189_01.jpg,genuine,n000013
dataset/test\n000008\0223_01.jpg,impostor,n000005
dataset/test\n000023\0320_02.jpg,impostor,n000011
dataset/test\n000006\0247_01.jpg,genuine,n000006
dataset/test\n000030\0146_01.jpg,genuine,n000030
dataset/test\n000005\0169_01.jpg,impostor,n000016
dataset/test\n000016\0017_01.jpg,genuine,n000016
dataset/test\n000022\0206_01.jpg,impostor,n000021
dataset/test\n000007\0032_01.jpg,impostor,n000021
dataset/test\n000007\0067_01.jpg,genuine,n000007
dataset/test\n000004\0227_01.jpg,impostor,n000012
dataset/test\n000006\0064_01.jpg,genuine,n000006
dataset/test\n000012\0176_01.jpg,genuine,n000012
dataset/test\n000026\0070_01.jpg,impostor,n000028
dataset/test\n000020\0094_06.jpg,impostor,n000027
dataset/test\n000033\0411_01.jpg,genuine,n000033
dataset/test\n000030\0093_01.jpg,impostor,n000019
dataset/test\n000008\0257_01.jpg,genuine,n000008
dataset/test\n000013\0094_01.jpg,genuine,n000013
dataset/test\n000018\0269_01.jpg,genuine,n000018
dataset/test\n000032\0148_01.jpg,impostor,n000027
dataset/test\n000024\0146_02.jpg,impostor,n000016
dataset/test\n000021\0281_04.jpg,impostor,n000030
dataset/test\n000032\0217_01.jpg,genuine,n000032
dataset/test\n000032\0122_01.jpg,genuine,n000032
dataset/test\n000007\0116_03.jpg,impostor,n000032
dataset/test\n000002\0015_01.jpg,impostor,n000005
dataset/test\n000032\0231_01.jpg,impostor,n000005
dataset/test\n000016\0126_01.jpg,genuine,n000016
dataset/test\n000002\0093_01.jpg,impostor,n000023
dataset/test\n000022\0072_01.jpg,impostor,n000021
dataset/test\n000006\0041_01.jpg,impostor,n000026
dataset/test\n000008\0207_01.jpg,impostor,n000018
dataset/test\n000022\0285_01.jpg,impostor,n000014
dataset/test\n000024\0312_01.jpg,impostor,n000030
dataset/test\n000030\0092_01.jpg,impostor,n000007
dataset/test\n000006\0175_01.jpg,genuine,n000006
dataset/test\n000017\0214_01.jpg,impostor,n000007
dataset/test\n000013\0307_02.jpg,genuine,n000013
dataset/test\n000003\0117_01.jpg,genuine,n000003
dataset/test\n000026\0015_01.jpg,impostor,n000003
dataset/test\n000033\0243_02.jpg,genuine,n000033
dataset/test\n000023\0124_01.jpg,genuine,n000023
dataset/test\n000022\0177_01.jpg,impostor,n000027
dataset/test\n000010\0029_01.jpg,genuine,n000010
dataset/test\n000010\0078_01.jpg,impostor,n000011
dataset/test\n000004\0117_01.jpg,impostor,n000021
dataset/test\n000016\0235_01.jpg,genuine,n000016
dataset/test\n000006\0386_04.jpg,genuine,n000006
dataset/test\n000023\0337_01.jpg,impostor,n000031
dataset/test\n000018\0050_02.jpg,genuine,n000018
dataset/test\n000031\0116_01.jpg,impostor,n000014
dataset/test\n000011\0038_01.jpg,impostor,n000019
dataset/test\n000007\0059_01.jpg,genuine,n000007
dataset/test\n000017\0162_01.jpg,genuine,n000017
dataset/test\n000003\0040_01.jpg,genuine,n000003
dataset/test\n000015\0008_01.jpg,genuine,n000015
dataset/test\n000006\0279_01.jpg,genuine,n000006
dataset/test\n000023\0133_01.jpg,genuine,n000023
dataset/test\n000032\0506_01.jpg,impostor,n000010
dataset/test\n000031\0307_01.jpg,genuine,n000031
dataset/test\n000019\0029_01.jpg,genuine,n000019
dataset/test\n000026\0175_01.jpg,impostor,n000005
dataset/test\n000031\0099_01.jpg,genuine,n000031
dataset/test\n000024\0416_01.jpg,genuine,n000024
dataset/test\n000019\0125_02.jpg,genuine,n000019
dataset/test\n000012\0096_01.jpg,impostor,n000026
dataset/test\n000011\0188_01.jpg,impostor,n000003
dataset/test\n000006\0183_01.jpg,impostor,n000013
dataset/test\n000012\0113_01.jpg,genuine,n000012
dataset/test\n000006\0132_02.jpg,impostor,n000004
dataset/test\n000024\0349_01.jpg,impostor,n000033
dataset/test\n000032\0026_01.jpg,genuine,n000032
dataset/test\n000030\0068_01.jpg,genuine,n000030
dataset/test\n000024\0382_01.jpg,impostor,n000025
dataset/test\n000012\0386_02.jpg,impostor,n000022
dataset/test\n000025\0195_01.jpg,genuine,n000025
dataset/test\n000007\0233_02.jpg,impostor,n000005
dataset/test\n000024\0446_03.jpg,impostor,n000026
dataset/test\n000004\0307_01.jpg,impostor,n000014
dataset/test\n000004\0202_01.jpg,impostor,n000011
dataset/test\n000028\0153_01.jpg,impostor,n000024
dataset/test\n000016\0161_01.jpg,genuine,n000016
dataset/test\n000018\0275_01.jpg,genuine,n000018
dataset/test\n000007\0007_01.jpg,genuine,n000007
dataset/test\n000012\0068_01.jpg,impostor,n000025
dataset/test\n000017\0014_01.jpg,genuine,n000017
dataset/test\n000006\0271_01.jpg,genuine,n000006
dataset/test\n000024\0346_01.jpg,genuine,n000024
dataset/test\n000028\0164_02.jpg,genuine,n000028
dataset/test\n000022\0355_01.jpg,genuine,n000022
dataset/test\n000008\0113_01.jpg,genuine,n000008
dataset/test\n000014\0017_01.jpg,genuine,n000014
dataset/test\n000003\0027_02.jpg,impostor,n000033
dataset/test\n000024\0109_02.jpg,genuine,n000024
dataset/test\n000004\0044_01.jpg,impostor,n000013
dataset/test\n000004\0024_01.jpg,genuine,n000004
dataset/test\n000016\0331_01.jpg,genuine,n000016
dataset/test\n000032\0283_01.jpg,impostor,n000017
dataset/test\n000019\0180_01.jpg,genuine,n000019
dataset/test\n000012\0222_01.jpg,genuine,n000012
dataset/test\n000019\0074_10.jpg,impostor,n000016
dataset/test\n000006\0548_03.jpg,genuine,n000006
dataset/test\n000008\0231_01.jpg,genuine,n000008
dataset/test\n000023\0078_01.jpg,genuine,n000023
dataset/test\n000019\0198_01.jpg,genuine,n000019
dataset/test\n000012\0009_01.jpg,impostor,n000030
dataset/test\n000014\0068_01.jpg,impostor,n000025
dataset/test\n000020\0233_01.jpg,impostor,n000006
dataset/test\n000018\0079_01.jpg,impostor,n000024
dataset/test\n000026\0024_01.jpg,impostor,n000022
dataset/test\n000016\0102_01.jpg,genuine,n000016
dataset/test\n000012\0167_01.jpg,impostor,n000010
dataset/test\n000030\0024_03.jpg,impostor,n000022
dataset/test\n000020\0483_01.jpg,impostor,n000006
dataset/test\n000017\0003_01.jpg,genuine,n000017
dataset/test\n000002\0048_01.jpg,impostor,n000027
dataset/test\n000021\0168_01.jpg,impostor,n000019
dataset/test\n000028\0002_01.jpg,impostor,n000030
dataset/test\n000016\0080_01.jpg,genuine,n000016
dataset/test\n000033\0153_01.jpg,genuine,n000033
dataset/test\n000023\0105_01.jpg,genuine,n000023
dataset/test\n000010\0135_01.jpg,genuine,n000010
dataset/test\n000011\0180_01.jpg,impostor,n000025
dataset/test\n000013\0192_01.jpg,genuine,n000013
dataset/test\n000017\0172_01.jpg,genuine,n000017
dataset/test\n000015\0175_03.jpg,impostor,n000031
dataset/test\n000032\0186_02.jpg,impostor,n000024
dataset/test\n000004\0016_01.jpg,impostor,n000012
dataset/test\n000032\0421_01.jpg,genuine,n000032
dataset/test\n000019\0219_01.jpg,genuine,n000019
dataset/test\n000016\0467_01.jpg,genuine,n000016
dataset/test\n000031\0095_01.jpg,impostor,n000033
dataset/test\n000004\0093_02.jpg,impostor,n000032
dataset/test\n000005\0002_01.jpg,genuine,n000005
dataset/test\n000030\0017_01.jpg,impostor,n000006
dataset/test\n000019\0311_01.jpg,genuine,n000019
dataset/test\n000018\0042_01.jpg,impostor,n000004
dataset/test\n000011\0381_01.jpg,genuine,n000011
dataset/test\n000024\0082_01.jpg,genuine,n000024
dataset/test\n000008\0154_01.jpg,impostor,n000002
dataset/test\n000026\0204_01.jpg,genuine,n000026
dataset/test\n000014\0014_01.jpg,impostor,n000020
dataset/test\n000014\0099_01.jpg,impostor,n000007
dataset/test\n000019\0234_02.jpg,impostor,n000015
dataset/test\n000016\0058_01.jpg,impostor,n000006
dataset/test\n000032\0401_01.jpg,genuine,n000032
dataset/test\n000021\0013_01.jpg,genuine,n000021
dataset/test\n000020\0049_01.jpg,genuine,n000020
dataset/test\n000032\0177_01.jpg,impostor,n000016
dataset/test\n000018\0141_01.jpg,genuine,n000018
dataset/test\n000024\0285_01.jpg,impostor,n000017
dataset/test\n000027\0261_01.jpg,impostor,n000013
dataset/test\n000020\0324_02.jpg,impostor,n000010
dataset/test\n000005\0012_01.jpg,impostor,n000017
dataset/test\n000008\0154_01.jpg,genuine,n000008
dataset/test\n000018\0110_02.jpg,impostor,n000027
dataset/test\n000006\0354_01.jpg,genuine,n000006
dataset/test\n000021\0252_01.jpg,genuine,n000021
dataset/test\n000003\0143_01.jpg,genuine,n000003
dataset/test\n000004\0100_01.jpg,impostor,n000012
dataset/test\n000026\0193_01.jpg,genuine,n000026
dataset/test\n000033\0390_01.jpg,impostor,n000004
dataset/test\n000019\0050_01.jpg,impostor,n000005
dataset/test\n000016\0138_01.jpg,impostor,n000025
dataset/test\n000030\0202_02.jpg,genuine,n000030
dataset/test\n000027\0099_01.jpg,impostor,n000026
dataset/test\n000003\0139_02.jpg,genuine,n000003
dataset/test\n000028\0089_01.jpg,impostor,n000006
dataset/test\n000013\0044_01.jpg,genuine,n000013
dataset/test\n000004\0298_01.jpg,impostor,n000032
dataset/test\n000018\0065_01.jpg,impostor,n000025
dataset/test\n000002\0055_01.jpg,genuine,n000002
dataset/test\n000010\0006_01.jpg,genuine,n000010
dataset/test\n000017\0079_01.jpg,genuine,n000017
dataset/test\n000012\0035_01.jpg,genuine,n000012
dataset/test\n000016\0045_01.jpg,impostor,n000012
dataset/test\n000006\0043_01.jpg,genuine,n000006
dataset/test\n000010\0041_01.jpg,genuine,n000010
dataset/test\n000021\0307_01.jpg,impostor,n000006
dataset/test\n000007\0246_01.jpg,impostor,n000026
dataset/test\n000012\0095_01.jpg,impostor,n000031
dataset/test\n000006\0519_01.jpg,impostor,n000017
dataset/test\n000019\0395_01.jpg,impostor,n000003
dataset/test\n000024\0369_01.jpg,impostor,n000012
dataset/test\n000012\0007_06.jpg,genuine,n000012
dataset/test\n000017\0188_02.jpg,impostor,n000002
dataset/test\n000030\0303_01.jpg,genuine,n000030
dataset/test\n000016\0356_02.jpg,genuine,n000016
dataset/test\n000014\0135_01.jpg,impostor,n000018
dataset/test\n000027\0107_01.jpg,genuine,n000027
dataset/test\n000028\0103_04.jpg,genuine,n000028
dataset/test\n000033\0024_01.jpg,impostor,n000022
dataset/test\n000023\0169_02.jpg,genuine,n000023
dataset/test\n000020\0207_01.jpg,genuine,n000020
dataset/test\n000024\0274_01.jpg,impostor,n000032
dataset/test\n000027\0004_01.jpg,genuine,n000027
dataset/test\n000033\0136_02.jpg,impostor,n000006
dataset/test\n000002\0316_01.jpg,genuine,n000002
dataset/test\n000032\0076_01.jpg,impostor,n000010
dataset/test\n000018\0245_02.jpg,genuine,n000018
dataset/test\n000030\0143_01.jpg,genuine,n000030
dataset/test\n000017\0161_01.jpg,genuine,n000017
dataset/test\n000023\0401_01.jpg,genuine,n000023
dataset/test\n000027\0450_02.jpg,genuine,n000027
dataset/test\n000018\0022_01.jpg,impostor,n000013
dataset/test\n000004\0128_02.jpg,genuine,n000004
dataset/test\n000022\0119_01.jpg,impostor,n000002
dataset/test\n000032\0178_01.jpg,genuine,n000032
dataset/test\n000003\0107_01.jpg,genuine,n000003
dataset/test\n000007\0271_02.jpg,impostor,n000018
dataset/test\n000032\0029_02.jpg,genuine,n000032
dataset/test\n000006\0030_01.jpg,impostor,n000016
dataset/test\n000023\0114_01.jpg,genuine,n000023
dataset/test\n000010\0176_01.jpg,genuine,n000010
dataset/test\n000007\0181_01.jpg,impostor,n000032
dataset/test\n000008\0224_01.jpg,impostor,n000003
dataset/test\n000014\0130_14.jpg,impostor,n000005
dataset/test\n000033\0136_02.jpg,genuine,n000033
dataset/test\n000028\0052_01.jpg,impostor,n000021
dataset/test\n000022\0151_01.jpg,impostor,n000028
dataset/test\n000020\0431_02.jpg,impostor,n000013
dataset/test\n000023\0327_01.jpg,genuine,n000023
dataset/test\n000011\0249_01.jpg,genuine,n000011
dataset/test\n000030\0075_01.jpg,genuine,n000030
dataset/test\n000032\0209_01.jpg,impostor,n000005
dataset/test\n000027\0148_01.jpg,impostor,n000024
dataset/test\n000019\0286_01.jpg,genuine,n000019
dataset/test\n000011\0273_01.jpg,genuine,n000011
dataset/test\n000022\0309_01.jpg,impostor,n000018
dataset/test\n000018\0108_01.jpg,impostor,n000015
dataset/test\n000002\0021_01.jpg,genuine,n000002
dataset/test\n000027\0462_10.jpg,impostor,n000015
dataset/test\n000003\0032_02.jpg,genuine,n000003
dataset/test\n000020\0096_01.jpg,impostor,n000024
dataset/test\n000031\0070_01.jpg,genuine,n000031
dataset/test\n000018\0016_01.jpg,genuine,n000018
dataset/test\n000026\0033_01.jpg,impostor,n000015
dataset/test\n000004\0176_01.jpg,genuine,n000004
dataset/test\n000022\0045_01.jpg,genuine,n000022
dataset/test\n000023\0260_01.jpg,impostor,n000021
dataset/test\n000017\0215_01.jpg,impostor,n000005
dataset/test\n000027\0107_02.jpg,impostor,n000019
dataset/test\n000027\0417_01.jpg,impostor,n000033
dataset/test\n000030\0002_01.jpg,genuine,n000030
dataset/test\n000024\0421_01.jpg,genuine,n000024
dataset/test\n000016\0461_01.jpg,genuine,n000016
dataset/test\n000011\0131_01.jpg,impostor,n000007
dataset/test\n000023\0315_01.jpg,impostor,n000030
dataset/test\n000018\0051_01.jpg,genuine,n000018
dataset/test\n000002\0320_01.jpg,impostor,n000032
dataset/test\n000031\0275_01.jpg,impostor,n000014
dataset/test\n000008\0143_01.jpg,impostor,n000016
dataset/test\n000016\0099_01.jpg,impostor,n000032
dataset/test\n000007\0201_01.jpg,impostor,n000027
dataset/test\n000002\0204_01.jpg,genuine,n000002
dataset/test\n000018\0155_02.jpg,genuine,n000018
dataset/test\n000006\0344_01.jpg,genuine,n000006
dataset/test\n000008\0252_01.jpg,impostor,n000027
dataset/test\n000005\0063_01.jpg,impostor,n000011
dataset/test\n000021\0042_01.jpg,impostor,n000025
dataset/test\n000024\0328_02.jpg,impostor,n000018
dataset/test\n000032\0332_01.jpg,impostor,n000021
dataset/test\n000017\0244_01.jpg,genuine,n000017
dataset/test\n000002\0051_01.jpg,genuine,n000002
dataset/test\n000019\0238_01.jpg,genuine,n000019
dataset/test\n000017\0192_02.jpg,genuine,n000017
dataset/test\n000004\0014_01.jpg,genuine,n000004
dataset/test\n000025\0098_02.jpg,genuine,n000025
dataset/test\n000033\0398_01.jpg,impostor,n000006
dataset/test\n000019\0074_10.jpg,genuine,n000019
dataset/test\n000014\0247_01.jpg,genuine,n000014
dataset/test\n000032\0324_01.jpg,genuine,n000032
dataset/test\n000025\0196_01.jpg,impostor,n000032
dataset/test\n000022\0112_01.jpg,impostor,n000006
dataset/test\n000004\0156_01.jpg,genuine,n000004
dataset/test\n000002\0224_01.jpg,impostor,n000013
dataset/test\n000002\0093_01.jpg,genuine,n000002
dataset/test\n000033\0172_02.jpg,genuine,n000033
dataset/test\n000033\0424_01.jpg,genuine,n000033
dataset/test\n000005\0221_01.jpg,genuine,n000005
dataset/test\n000011\0387_01.jpg,impostor,n000024
dataset/test\n000008\0021_01.jpg,genuine,n000008
dataset/test\n000031\0179_01.jpg,impostor,n000006
dataset/test\n000018\0315_01.jpg,impostor,n000010
dataset/test\n000005\0043_01.jpg,genuine,n000005
dataset/test\n000003\0150_01.jpg,impostor,n000027
